date,category,amount,memo
2023/01/19,飲食費,¥260,梅
2023/01/19,旅費交通費,¥660,海老名→横浜→海老名
2023/01/19,飲食費,"¥1,840",大戸屋
2023/01/19,自己投資,¥390,スタバ
2023/01/20,娯楽,"¥5,000",ゴルフ
2023/01/20,自己投資,¥535,タリーズ
2023/01/20,その他,"¥2,000",寿司だ負けた
2023/01/20,自己投資,¥400,キーズカフェ
2023/01/20,自己投資,"¥1,620",コメダ珈琲
2023/01/20,娯楽,¥650,ライン漫画
2023/01/20,娯楽,¥160,ライン漫画
2023/01/21,飲食費,"¥2,056",コンビニ飯
2023/01/21,飲食費,"¥20,440",ベンガル
2023/01/21,娯楽,"¥32,450",キングダム漫画
2023/01/21,娯楽,"¥24,872",ゴルフ
2023/01/21,旅費交通費,¥940,海老名→伊勢原→海老名東名高速
2023/01/21,旅費交通費,¥400,海老名パーキング
2023/01/22,自己投資,¥620,コメダ珈琲
2023/01/22,その他,"¥36,976",会長誕生日代
2023/01/22,飲食費,"¥1,440",大戸屋
2023/01/23,飲食費,¥214,水
2023/01/23,自己投資,"¥1,560",コメダ
2023/01/23,旅費交通費,¥900,高速道路
2023/01/23,旅費交通費,¥800,パーキング
2023/01/23,自己投資,"¥2,150",おかげ庵
2023/01/24,飲食費,¥214,水
2023/01/24,旅費交通費,¥220,チャリ代
2023/01/24,自己投資,"¥1,560",コメダ珈琲
2023/01/25,生活,¥490,
2023/01/25,その他,"¥33,000",菜々子保険
2023/01/25,旅費交通費,¥440,海老名→町田→海老名
2023/01/25,自己投資,¥320,歯医者
2023/01/25,自己投資,¥360,キーズカフェ
2023/01/25,その他,"¥209,800",iPhone14 PROMAX
2023/01/26,生活,¥214,水
2023/01/26,その他,"¥4,576",iPhoneガラス
2023/01/26,通信費,"¥13,388",12月ケータイ代
2023/01/26,自己投資,"¥1,240",コメダ珈琲
2023/01/26,水道光熱費,"¥3,132",水道費
2023/01/27,娯楽,"¥3,800",映画アバター
2023/01/27,その他,"¥6,700",手揉みマッサージ
2023/01/27,自己投資,¥620,コメダ
2023/01/27,飲食費,"¥2,090",ことしろ
2023/01/27,水道光熱費,"¥7,509",電気代
2023/01/27,住宅,"¥59,070",管理費
2023/01/27,借金,"¥510,300",奨学金返済
2023/01/28,生活,"¥1,932",化粧水導入液、歯ブラシ、水
2023/01/28,自己投資,"¥1,240",コメダ珈琲
2023/01/28,その他,"¥20,800",Apple スタンド
2023/01/28,飲食費,"¥2,190",ことしろ
2023/01/28,その他,"¥24,060",マリアテラス会長誕生日
2023/01/29,飲食費,¥116,水
2023/01/29,飲食費,"¥1,460",映画ポップコーン
2023/01/29,飲食費,"¥2,090",ことしろ
2023/01/29,自己投資,¥620,コメダ
2023/01/30,飲食費,¥116,水
2023/01/30,自己投資,"¥1,760",歯医者
2023/01/30,自己投資,¥360,キーズカフェ
2023/01/30,旅費交通費,¥220,海老名→町田
2023/01/30,自己投資,¥620,コメダ珈琲
2023/01/31,自己投資,¥620,コメダ珈琲
2023/02/01,飲食費,¥116,水
2023/02/01,旅費交通費,¥220,駐輪代
2023/02/01,飲食費,"¥3,157",こめらく
2023/02/01,自己投資,"¥1,760",コメダ珈琲
2023/02/01,自己投資,"¥44,000",Dr.stretch
2023/02/02,飲食費,¥116,水
2023/02/02,自己投資,"¥1,240",コメダ珈琲
2023/02/02,娯楽,¥400,ゲーム
2023/02/02,飲食費,"¥2,190",ことしろ
2023/02/02,その他,"¥15,000",菜々子美容院FX約束破り
2023/02/03,飲食費,¥116,水
2023/02/03,自己投資,¥620,コメダ珈琲
2023/02/03,飲食費,"¥2,090",ことしろ
2023/02/04,その他,"¥1,518",アイフォンカバーカメラ
2023/02/04,娯楽,¥160,LINE漫画
2023/02/04,自己投資,¥620,コメダ珈琲
2023/02/06,自己投資,¥620,コメダ珈琲
2023/02/07,飲食費,¥450,苺大福、水
2023/02/07,旅費交通費,¥440,町田→東山田
2023/02/07,自己投資,¥400,キーズカフェ
2023/02/07,自己投資,"¥1,080",ラテグラフィック
2023/02/08,自己投資,¥620,コメダ珈琲
2023/02/08,飲食費,"¥2,070",大戸屋
2023/02/09,自己投資,"¥1,160",コメダ珈琲
2023/02/09,飲食費,"¥2,950",大戸屋
2023/02/10,飲食費,"¥6,468",ジンギスカン 秦野
2023/02/10,自己投資,¥674,スタバ
2023/02/10,旅費交通費,¥350,海老名→本厚木→鶴巻温泉
2023/02/10,飲食費,"¥2,930",焼肉ライク
2023/02/10,自己投資,¥620,コメダ珈琲
2023/02/11,飲食費,"¥3,810",荻野 大戸屋
2023/02/11,旅費交通費,¥440,海老名→伊勢原→海老名
2023/02/11,自己投資,¥620,コメダ
2023/02/12,飲食費,¥116,水
2023/02/12,自己投資,¥620,コメダ珈琲
2023/02/12,飲食費,"¥3,720",ことしろ
2023/02/13,飲食費,¥862,オリーブオイル
2023/02/13,自己投資,"¥5,600",コメダチケット
2023/02/13,自己投資,"¥631,600",MacBook pro16インチ
2023/02/13,その他,"¥33,062",マンション風呂の蓋
2023/02/14,飲食費,"¥4,230",ラーメン withうとー君、たつき
2023/02/14,自己投資,¥450,エクセシオールカフェ
2023/02/14,自己投資,¥100,コメダ珈琲
2023/02/14,その他,"¥1,007",アイフォン置き台
2023/02/14,娯楽,"¥5,500",⛳️打ちっぱなし
2023/02/15,旅費交通費,¥618,センター南→海老名
2023/02/15,飲食費,"¥3,036",しんぱち食堂
2023/02/15,旅費交通費,¥487,みなとみらい→センター南
2023/02/15,その他,"¥39,600",フローリング補修
2023/02/15,飲食費,¥556,コンビニ飯
2023/02/15,娯楽,"¥21,710",万葉の湯
2023/02/16,飲食費,¥232,水
2023/02/16,旅費交通費,¥220,チャリ
2023/02/16,住宅,"¥226,983",アルビ住宅ローン
2023/02/16,飲食費,"¥3,620",ことしろ
2023/02/18,自己投資,¥720,コメダ珈琲
2023/02/18,娯楽,"¥19,200",ゴルフ
2023/02/18,飲食費,¥116,水
2023/02/19,飲食費,¥690,BAKE
2023/02/19,自己投資,"¥1,340",コメダ珈琲
2023/02/19,飲食費,¥800,すき家
2023/02/19,自己投資,"¥2,111",DS
2023/02/20,旅費交通費,¥340,町田→東山田
2023/02/20,自己投資,¥710,赤田歯科（根幹治療3/4）
2023/02/20,旅費交通費,¥220,海老名→町田
2023/02/20,自己投資,"¥3,179",ラテグラ
2023/02/20,自己投資,"¥1,045",ジェットブレイン
2023/02/21,自己投資,"¥8,800",ジム
2023/02/21,飲食費,¥116,水
2023/02/21,飲食費,"¥3,740",ことしろ
2023/02/22,飲食費,"¥8,760",ピザーラ
2023/02/22,飲食費,"¥5,810",ことしろ
2023/02/22,その他,¥600,住民票、印鑑証明書
2023/02/22,自己投資,¥170,コメダ珈琲
2023/02/22,その他,"¥490,000",新居引越し代
2023/02/23,自己投資,¥720,コメダ珈琲
2023/02/23,飲食費,¥850,すき家
2023/02/23,娯楽,"¥3,000",コメダ珈琲
2023/02/23,娯楽,"¥1,600",大富豪
2023/02/23,娯楽,¥500,トランプ
2023/02/24,飲食費,¥660,梅、チョコ
2023/02/24,自己投資,¥170,コメダ珈琲
2023/02/24,自己投資,"¥3,040",PYQ
2023/02/25,自己投資,"¥1,100",コメダ珈琲
2023/02/26,娯楽,"¥7,250",てもみ 海老名店マッサージ
2023/02/26,飲食費,"¥4,150",大戸屋
2023/02/26,自己投資,"¥1,078",ラテグラ
2023/02/26,飲食費,¥455,コンビニ
2023/02/27,飲食費,¥850,すき家
2023/02/27,住宅,"¥65,070",管理費
2023/02/27,水道光熱費,"¥6,079",電気代
2023/02/27,その他,"¥7,780",アイペット損保
2023/02/28,その他,"¥33,062",お風呂の蓋
2023/03/01,飲食費,"¥9,460",ことしろ
2023/03/01,自己投資,"¥10,110",Udemy 機械学習
2023/03/01,自己投資,¥960,エクセシオールカフェ
2023/03/01,住宅,"¥40,140",抵当権抹消費用
2023/03/02,飲食費,"¥3,780",矢場とん
2023/03/02,その他,¥500,ホテル洗濯
2023/03/02,娯楽,"¥12,240",アパホテル名古屋
2023/03/02,旅費交通費,"¥10,430",新横浜→名古屋 新幹線一般
2023/03/02,飲食費,"¥2,060",崎陽軒
2023/03/02,飲食費,"¥1,060",京樽
2023/03/02,その他,"¥7,500",ホテルリブマックス新横浜
2023/03/03,飲食費,"¥10,000",焼き鳥
2023/03/03,その他,"¥12,600",安心お宿カプセルホテル
2023/03/03,飲食費,"¥2,000",利久
2023/03/03,飲食費,¥235,アルフォート水
2023/03/04,旅費交通費,"¥3,100",伊勢原→都築高速道路
2023/03/04,旅費交通費,"¥4,200",伊勢taxi往復
2023/03/04,旅費交通費,"¥14,090",新幹線 名古屋→新横浜グリーン
2023/03/04,旅費交通費,"¥5,620",近鉄名古屋→宇治山田
2023/03/04,飲食費,¥250,お土産
2023/03/04,飲食費,"¥4,644",赤福お土産
2023/03/04,飲食費,"¥1,650",カキフライ、牡蠣ご飯
2023/03/04,飲食費,¥766,スタバ
2023/03/04,その他,"¥10,400",レンタカー引っ越し延長料金
2023/03/05,自己投資,"¥7,150",ROKUサウナ
2023/03/05,自己投資,"¥1,520",エクセシオールカフェ
2023/03/05,その他,"¥11,396",ニトリ生活備品
2023/03/05,その他,"¥11,123",家具
2023/03/05,旅費交通費,¥646,淵野辺駅→仲町台
2023/03/05,飲食費,"¥1,840",大戸屋
2023/03/05,その他,"¥65,455",引っ越し家電 バーミキュラ炊飯器
2023/03/05,その他,"¥87,200",引っ越し家電 バルミューダ一色
2023/03/05,生活,"¥2,794",ホワイトムスク ルームフレグランス、ボディミスト
2023/03/05,自己投資,¥450,DOUTOR cafe
2023/03/05,旅費交通費,¥646,仲町台→淵野辺
2023/03/05,旅費交通費,¥220,センター南→仲町台
2023/03/06,旅費交通費,"¥3,000",ガソリン代
2023/03/06,自己投資,¥500,コメダ珈琲
2023/03/06,自己投資,"¥1,800",赤田歯科根幹治療4/4
2023/03/06,飲食費,"¥6,090",fresco
2023/03/06,旅費交通費,¥220,仲町台→センター南
2023/03/06,飲食費,¥701,コンビニ飯
2023/03/07,自己投資,¥390,スタバ
2023/03/07,その他,"¥98,200",カナでものインテリア
2023/03/07,自己投資,¥450,エクセシオールcafe
2023/03/08,自己投資,¥555,タリーズカフェ
2023/03/08,自己投資,¥450,エクセシオールcafe
2023/03/08,自己投資,"¥12,430",サウナ
2023/03/08,生活,"¥2,200",シューズ匂い消し
2023/03/08,生活,"¥3,790",スニーカークリーナー
2023/03/08,旅費交通費,¥220,センター南→仲町台
2023/03/09,飲食費,"¥5,720",辰巳飯店
2023/03/09,飲食費,¥360,コンビニ飯
2023/03/09,自己投資,¥760,エクセシオール
2023/03/09,自己投資,¥709,スタバ
2023/03/09,飲食費,¥238,コンビニ飯
2023/03/09,旅費交通費,¥220,仲町台→センター南駅
2023/03/10,飲食費,¥532,団子
2023/03/10,飲食費,¥395,水、レッドブル
2023/03/10,飲食費,"¥2,000",自由亭
2023/03/10,自己投資,¥390,スタバ
2023/03/10,旅費交通費,¥220,仲町台→センター南
2023/03/11,通信費,"¥29,075",スマホ代1月分
2023/03/11,自己投資,"¥21,018",コワーキングスペース
2023/03/11,自己投資,"¥2,700",コワーキングスペース
2023/03/11,飲食費,"¥7,189",寿司
2023/03/11,旅費交通費,¥220,仲町台→センター南
2023/03/12,自己投資,"¥7,150",サウナ
2023/03/12,その他,"¥2,199",リメイクシート天井ブラック
2023/03/13,自己投資,¥710,スタバ
2023/03/13,その他,"¥6,490",レンタカー
2023/03/13,自己投資,"¥2,000",歯医者根幹治療 ラストスパート
2023/03/13,生活,"¥1,320",傘
2023/03/14,その他,"¥16,720",家具
2023/03/14,生活,"¥5,570",ニトリ
2023/03/14,生活,"¥2,256",ホワイトムスクシャンプー、ボディーソープ
2023/03/14,その他,"¥25,880",ブラインド、本棚
2023/03/14,その他,"¥33,440",家具照明kanademono
2023/03/15,自己投資,¥760,エクセシオールカフェ
2023/03/15,その他,"¥36,300",確定申告
2023/03/15,飲食費,¥387,コンビニ飯のど飴、アルフォート
2023/03/16,自己投資,¥450,エクセシオールカフェ
2023/03/16,自己投資,¥440,ノート
2023/03/16,生活,¥581,ティッシュ、のど飴
2023/03/16,自己投資,¥760,エクセシオール
2023/03/17,その他,"¥17,900",観葉植物
2023/03/17,その他,"¥7,198",リメイクシート天井
2023/03/17,その他,"¥78,800",kanademonoチェア、照明、棚
2023/03/17,自己投資,¥760,エクセシオールcafe
2023/03/17,飲食費,"¥1,980",しんぱち食堂
2023/03/17,その他,"¥6,400",絵画
2023/03/18,水道光熱費,"¥14,466",ガス代海老名2月
2023/03/18,自己投資,"¥46,300",AirPods Max
2023/03/18,自己投資,¥430,エクセシオールcafe
2023/03/18,飲食費,"¥1,600",天ぷらたかお
2023/03/18,その他,"¥7,387",AirPods Max置き
2023/03/18,自己投資,¥790,スタバ
2023/03/19,自己投資,"¥2,090",DS-hub
2023/03/20,飲食費,¥780,松屋
2023/03/20,自己投資,¥760,エクセシオール
2023/03/20,飲食費,¥653,昼食 コンビニ
2023/03/20,自己投資,"¥12,424",notion年間払い
2023/03/20,自己投資,"¥1,045",ジェットブレイン
2023/03/22,自己投資,¥450,エクセシオール
2023/03/22,その他,"¥31,800",足脱毛
2023/03/23,自己投資,¥710,エクセシオール
2023/03/24,飲食費,¥449,コンビニ おにぎり
2023/03/24,自己投資,¥710,エクセシオール
2023/03/24,自己投資,"¥3,040",PyQ
2023/03/25,自己投資,"¥3,850",シェアラウンジ
2023/03/25,自己投資,"¥15,400",シェアラウンジ
2023/03/25,飲食費,"¥3,267",コメラク
2023/03/25,その他,"¥3,500",荻野サウナ
2023/03/25,旅費交通費,¥636,仲町台→新横浜
2023/03/26,旅費交通費,¥420,電車 センター南→仲町台→センター南
2023/03/27,自己投資,¥860,エクセ
2023/03/27,その他,"¥3,870",ゴム
2023/03/27,飲食費,"¥3,366",しんぱち
2023/03/27,その他,"¥4,310",モモ保険
2023/03/27,通信費,"¥13,889",スマホ代2月分
2023/03/27,水道光熱費,"¥4,765",電気代海老名
2023/03/27,水道光熱費,"¥4,331",水道料金海老名
2023/03/28,自己投資,"¥3,000",骨盤矯正
2023/03/28,自己投資,"¥33,320",会社設立印鑑費用
2023/03/28,飲食費,¥348,コンビニ飯
2023/03/28,娯楽,"¥7,194",ゴルフ
2023/03/28,飲食費,¥218,コンビニ飯
2023/03/29,飲食費,"¥4,587",紫禁城
2023/03/29,飲食費,"¥3,157",こめらく
2023/03/29,旅費交通費,¥209,大和→海老名
2023/03/29,旅費交通費,¥450,仲町台→町田
2023/03/29,自己投資,¥180,赤田歯科
2023/03/29,その他,"¥1,307,600",R4年度個人所得税
2023/03/30,飲食費,¥830,エクセシオール
2023/03/30,飲食費,"¥6,105",ジンギスカン
2023/03/31,娯楽,"¥5,000",RIZIN41
2023/03/31,自己投資,¥390,スタバ
2023/03/31,飲食費,¥354,コンビニ飯
2023-07-01,飲食費,804,コンビニ
2023-07-01,自己投資,200,コメダ
2023-07-01,旅費交通費,484,仲町台→センター北→仲町台
2023-07-02,飲食費,8681,銀の皿
2023-07-02,自己投資,200,コメダ珈琲
2023-07-02,その他,980,Google playジャパン
2023-07-02,自己投資,1480,G検定
2023-07-02,自己投資,1200,G検定アプリ
2023-07-02,旅費交通費,242,仲町台→センター北
2023-07-03,飲食費,321,蒟蒻畑
2023-07-03,飲食費,909,コンビニ、シャトレーゼ
2023-07-03,旅費交通費,484,仲町台→センター南→仲町台
2023-07-03,その他,128300,令和5年度住民税1期
2023-07-03,自己投資,1130,スタバ
2023-07-03,自己投資,5150,統計検定4級
2023-07-04,自己投資,5600,3DCG Udemy
2023-07-04,自己投資,100,コメダ珈琲
2023-07-04,娯楽,528,漫画ONE PIECE106巻
2023-07-04,飲食費,859,スーパー
2023-07-05,自己投資,3040,PYQ
2023-07-05,娯楽,6070,MacBookカバー
2023-07-05,自己投資,100,コメダ珈琲
2023-07-05,飲食費,2307,スーパー
2023-07-06,飲食費,432,コンビニ
2023-07-06,飲食費,524,スーパー
2023-07-06,自己投資,530,コメダ珈琲
2023-07-07,飲食費,3146,スーパー
2023-07-08,自己投資,2974,チャットGPT
2023-07-08,旅費交通費,694,仲町台→あざみの→おかげ庵→仲町台
2023-07-08,飲食費,3100,おかげ庵
2023-07-09,旅費交通費,242,仲町台→センター北
2023-07-09,自己投資,4300,コメダチケット
2023-07-09,飲食費,622,スーパー
2023-07-10,自己投資,100,コメダ珈琲
2023-07-10,その他,54500,固定資産税海老名
2023-07-11,自己投資,690,エクセ
2023-07-11,飲食費,500,コンビニ
2023-07-11,自己投資,100,コメダ珈琲
2023-07-12,旅費交通費,242,仲町台→センター北
2023-07-12,飲食費,527,スーパー
2023-07-12,自己投資,100,コメダ
2023-07-12,飲食費,2200,鎌倉パスタ
2023-07-12,自己投資,860,エクセ
2023-07-13,旅費交通費,242,仲町台→センター北
2023-07-13,自己投資,100,コメダ
2023-07-13,飲食費,859,干し芋
2023-07-13,旅費交通費,242,センター南→仲町台
2023-07-13,娯楽,43770,ブラック服
2023-07-14,旅費交通費,484,仲町台→あざみ野→仲町台
2023-07-15,飲食費,6000,とろろなんちゃら
2023-07-15,旅費交通費,938,仲町台→二子玉川→仲町台
2023-07-15,自己投資,1606,スタバ
2023-07-15,飲食費,149,うめのり
2023-07-16,飲食費,2748,会長宅パーティ
2023-07-16,飲食費,3280,コメダ珈琲
2023-07-17,飲食費,859,スーパー
2023-07-18,旅費交通費,242,仲町台→センター北
2023-07-18,自己投資,530,コメダ
2023-07-18,飲食費,946,スーパー
2023-07-19,飲食費,429,スーパー
2023-07-19,自己投資,400,キーズカフェ
2023-07-19,自己投資,2750,赤田歯科
2023-07-20,自己投資,100,コメダ珈琲
2023-07-20,飲食費,1270,コンビニ
2023-07-21,自己投資,2941,ホリエモン書籍
2023-07-21,飲食費,376,コンビニ
2023-07-21,娯楽,5000,LINE漫画
2023-07-21,自己投資,100,コメダ珈琲
2023-07-22,自己投資,11900,キノクエスト python
2023-07-22,自己投資,4500,コメダ珈琲
2023-07-22,飲食費,990,コンビニ
2023-07-23,飲食費,188,スタバ
2023-07-23,旅費交通費,1732,仲町台→伊勢原→仲町台
2023-07-23,旅費交通費,242,仲町台→センター北
2023-07-23,自己投資,100,コメダ珈琲
2023-07-23,飲食費,800,クレープ、コンビニ
2023-07-24,旅費交通費,242,仲町台→センター北
2023-07-24,飲食費,654,コンビニ
2023-07-25,飲食費,321,スーパー
2023-07-25,自己投資,716,コメダ珈琲
2023-07-25,飲食費,500,コンビニ
2023-07-26,飲食費,321,スーパー
2023-07-26,自己投資,3899,AI書籍
2023-07-26,自己投資,1300,コメダ
2023-07-26,飲食費,432,コンビニ
2023-07-27,自己投資,100,コメダ珈琲
2023-07-27,住宅,98430,家賃
2023-07-27,自己投資,1513,AI書籍
2023-07-27,その他,4550,映画、食事、その他
2023-07-27,その他,4310,モモ保険
2023-07-27,娯楽,1130,LINEスタンプ
2023-07-28,飲食費,438,コンビニ
2023-07-28,飲食費,1875,弁当
2023-07-28,飲食費,2500,ラーメン
2023-07-29,旅費交通費,240,仲町台→センター北
2023-07-29,自己投資,740,コメダ珈琲
2023-07-30,その他,500,Amazonプライム
2023-07-30,旅費交通費,242,仲町台→センター北
2023-07-30,旅費交通費,1256,センター北→伊勢原→仲町台
2023-07-31,通信費,5283,ケータイ
2023-07-31,自己投資,100,コメダ
2023/08/01,住宅,"¥98,430",家賃
2023/08/01,生活,"¥20,930",UNIQLO、日傘、PC用眼鏡
2023/08/01,自己投資,¥100,コメダ珈琲
2023/08/01,飲食費,¥500,積田食堂
2023/08/01,その他,"¥1,553",Amazon？？
2023/08/01,飲食費,¥599,スーパー
2023/08/01,旅費交通費,¥242,仲町台→センター北
2023/08/01,その他,¥864,noteホリエモンブログ
2023/08/02,旅費交通費,¥242,仲町台→センター北
2023/08/02,飲食費,¥500,積田食堂
2023/08/02,その他,¥980,YouTube music
2023/08/02,飲食費,¥759,スーパー、コンビニ
2023/08/02,自己投資,¥640,コメダ珈琲
2023/08/03,自己投資,"¥55,730","アンドスタディ、8,9月分➕入会金"
2023/08/03,飲食費,¥278,スーパー
2023/08/03,自己投資,¥100,コメダ珈琲
2023/08/03,その他,¥400,Apple 、iCloud➕
2023/08/03,その他,"¥1,130",LINEスタンプ
2023/08/03,旅費交通費,¥242,仲町台→センター北
2023/08/03,飲食費,¥130,水
2023/08/04,自己投資,¥100,コメダ珈琲
2023/08/04,旅費交通費,¥484,仲町台→センター北→仲町台
2023/08/04,飲食費,"¥1,830",サーティワン
2023/08/04,自己投資,"¥4,554",農業本
2023/08/05,飲食費,¥130,水
2023/08/05,自己投資,¥100,コメダ珈琲
2023/08/05,旅費交通費,¥242,仲町台→センター北
2023/08/05,娯楽,"¥3,000",映画ミッションイッポッシブル
2023/08/06,飲食費,"¥2,585",鳥玉、鳥と卵の専門店
2023/08/06,飲食費,"¥1,700",映画、チュリトス、ポップコーン
2023/08/06,旅費交通費,¥210,センター南→仲町台
2023/08/07,自己投資,"¥1,945",AI書籍、統計学が最強の学問である。数学編
2023/08/07,旅費交通費,¥242,センター北→仲町台
2023/08/07,旅費交通費,¥210,仲町台→センター南
2023/08/07,飲食費,"¥1,000",積田食堂2日分
2023/08/08,飲食費,"¥1,990",サブウェイ
2023/08/08,生活,"¥1,720",コンビニ
2023/08/08,旅費交通費,¥242,センター北→仲町台
2023/08/08,自己投資,"¥2,940",chatgpt
2023/08/08,旅費交通費,¥242,仲町台→センター北
2023/08/09,旅費交通費,¥242,仲町台→あざみ野
2023/08/09,飲食費,"¥1,293",スーパー文化堂
2023/08/09,旅費交通費,¥242,あざみの→仲町台
2023/08/10,生活,"¥6,370",UNIQLO
2023/08/10,自己投資,¥640,コメダ珈琲
2023/08/10,その他,"¥5,000",前川君誕生日プレゼント
2023/08/11,自己投資,¥640,コメダ珈琲
2023/08/11,飲食費,"¥1,260",サブウェイ
2023/08/11,飲食費,¥278,スーパー
2023/08/12,飲食費,"¥1,400",YAMACAFE
2023/08/12,旅費交通費,¥971,伊勢原→本厚木→海老名→仲町台
2023/08/12,旅費交通費,¥807,センター北→秦野
2023/08/12,自己投資,¥640,コメダ珈琲
2023/08/13,飲食費,¥270,スーパー
2023/08/13,自己投資,¥100,コメダ珈琲
2023/08/13,旅費交通費,¥242,仲町台→センター北
2023/08/13,旅費交通費,¥242,センター北→仲町台
2023/08/14,旅費交通費,¥242,仲町台→センター北
2023/08/14,その他,"¥7,335",IKDTシャツ
2023/08/14,旅費交通費,¥242,あざみの→仲町台
2023/08/15,飲食費,¥370,お菓子andスタディ
2023/08/15,飲食費,¥500,積田食堂
2023/08/15,自己投資,¥460,コメダ珈琲
2023/08/15,旅費交通費,¥242,仲町台→センター北
2023/08/15,飲食費,¥140,自販機
2023/08/15,旅費交通費,¥242,センター北→仲町台
2023/08/16,自己投資,¥100,コメダ珈琲
2023/08/16,自己投資,"¥4,200",コメダ珈琲チケット
2023/08/16,飲食費,"¥2,050",大戸屋
2023/08/17,旅費交通費,¥242,仲町台→センター北
2023/08/17,飲食費,¥130,水自動販売機
2023/08/17,自己投資,¥100,コメダ珈琲
2023/08/17,娯楽,"¥6,120",カラオケ
2023/08/17,旅費交通費,¥242,センター北→仲町台
2023/08/18,旅費交通費,¥242,仲町台駅→センター北
2023/08/18,自己投資,¥100,コメダ珈琲
2023/08/18,水道光熱費,"¥7,677",東京ガス
2023/08/19,飲食費,¥319,コンビニ
2023/08/19,旅費交通費,¥242,センター北→仲町台
2023/08/20,旅費交通費,¥242,センター北→仲町台
2023/08/20,飲食費,"¥6,060",ピザーラ
2023/08/20,旅費交通費,¥242,仲町台→センター北
2023/08/20,飲食費,¥278,スーパー
2023/08/20,その他,"¥2,164",コンドーム
2023/08/20,自己投資,¥100,コメダ珈琲
2023/08/21,旅費交通費,¥242,仲町台→センター北
2023/08/21,自己投資,¥100,コメダ珈琲
2023/08/21,旅費交通費,¥420,センター北→町田
2023/08/21,飲食費,"¥3,806",CAFEKATSUO
2023/08/21,住宅,¥450,町田→仲町台
2023/08/21,自己投資,"¥1,090",歯医者
2023/08/22,飲食費,"¥1,080",バーガーキング
2023/08/22,生活,"¥1,480",散髪
2023/08/22,旅費交通費,¥250,センター北→仲町台
2023/08/22,自己投資,"¥11,900",キノクエスト
2023/08/22,自己投資,"¥4,300",コメダ珈琲チケット
2023/08/22,飲食費,¥110,コンビニ水
2023/08/23,飲食費,¥278,スーパー
2023/08/23,旅費交通費,¥242,仲町台→センター北
2023/08/23,自己投資,¥100,コメダ珈琲
2023/08/23,飲食費,¥110,お菓子
2023/08/23,旅費交通費,¥242,センター北→仲町台
2023/08/24,飲食費,¥140,麦茶
2023/08/25,旅費交通費,¥210,あざみ野→あざみ野ガーデンズ
2023/08/25,旅費交通費,¥242,あざみ野→仲町台
2023/08/25,旅費交通費,¥242,仲町台→あざみ野
2023/08/25,娯楽,"¥2,460",LINE漫画
2023/08/26,自己投資,¥100,コメダ珈琲
2023/08/26,飲食費,¥714,スーパー
2023/08/26,旅費交通費,¥242,センター北→仲町台
2023/08/27,旅費交通費,¥242,センター北→仲町台
2023/08/27,飲食費,¥80,コメダ珈琲
2023/08/27,飲食費,¥395,コンビニ のど飴
2023/08/27,飲食費,"¥1,880",大戸屋
2023/08/28,その他,"¥4,310",モモアイペット損保
2023/08/28,飲食費,¥489,コンビニ
2023/08/29,自己投資,¥100,コメダ珈琲
2023/08/29,旅費交通費,¥242,仲町台→センター北
2023/08/29,旅費交通費,¥242,センター北→仲町台
2023/08/30,その他,¥500,Amazonプライム
2023/08/30,旅費交通費,¥242,仲町台→センター北
2023/08/30,自己投資,¥100,コメダ珈琲
2023/08/30,飲食費,"¥1,480",サブウェイ
2023/08/31,通信費,"¥5,921",ahamo
2023/08/31,自己投資,"¥4,300",コメダ珈琲チケット
2023/08/31,飲食費,¥850,すき家
2023/08/31,旅費交通費,¥242,センター北→仲町台
,通信費,"¥14,909",スマホ
,住宅,"¥226,358",住宅ローン
,住宅,"¥59,070",管理費
